true_label,predicted_label,features
j,N,"[0.23472222222222222, 0.014231876063832773, 0.21666666666666667, 0.25, 4.0, 359.99999999999994, 3.1657179158928845, 16.720217533799644, 7.90394166364354, 0.6585461667571656, 0.379642588535444]"
A,N,"[0.2777777777777778, 0.09038099512527725, 0.2111111111111111, 0.40555555555555556, 3.0, 360.0, 3.6297838372207614, 16.73400639804649, 8.068777607540353, 0.5449814640363325, 0.31457563392482246]"
j,N,"[0.21458333333333335, 0.010825317547305485, 0.2, 0.23055555555555557, 4.0, 360.0, 3.722275802468126, 21.471831957939077, 8.563682026019842, 0.5780871294163572, 0.344578601068559]"
j,N,"[0.29444444444444445, 0.06944444444444443, 0.225, 0.3638888888888889, 2.0, 360.00000000000006, 2.9225875875987657, 14.903552224328134, 8.387972905414166, 0.6348276440797999, 0.4937795054081994]"
j,N,"[0.2361111111111111, 0.005196746370519356, 0.23055555555555557, 0.24444444444444444, 4.0, 359.9999999999999, 3.6262113982736803, 16.36670529318679, 7.989525329874982, 0.5245447070935413, 0.2878080727575707]"
A,N,"[0.23194444444444445, 0.02083333333333334, 0.2, 0.25833333333333336, 4.0, 360.0, 3.68628630487647, 16.79778340539944, 8.053347229583675, 0.5304138274295572, 0.3277049359772144]"
j,N,"[0.23796296296296293, 0.0296006803021218, 0.2, 0.2722222222222222, 3.0, 360.0, 2.2987662332158934, 9.796202293965004, 7.6791354233730855, 0.7076531913060372, 0.5435780051155349]"
A,N,"[0.24305555555555555, 0.04008574913794947, 0.2, 0.30277777777777776, 4.0, 360.0, 2.436822971114967, 11.835048359965251, 7.939620481855377, 0.6983046073776566, 0.5716226370373316]"
j,N,"[0.2298611111111111, 0.02035326512465673, 0.20555555555555555, 0.25, 4.0, 360.00000000000006, 3.3389212200189666, 19.263277589688993, 8.970574884160117, 0.5654152325207683, 0.32975893567063586]"
A,N,"[0.22708333333333333, 0.020162821029108307, 0.20555555555555555, 0.24722222222222223, 4.0, 360.0, 2.806076607804725, 12.540621001555559, 7.998071594329616, 0.5551579340751682, 0.31831946760946284]"
A,N,"[0.2712962962962963, 0.041963959976387626, 0.2388888888888889, 0.33055555555555555, 3.0, 360.0, 2.384134782816005, 13.878276366712772, 9.637388379261315, 0.5416528848059959, 0.3209578891593603]"
A,N,"[0.2888888888888889, 0.06920328496686962, 0.23055555555555557, 0.3861111111111111, 3.0, 360.0000000000001, 2.3973711820689334, 11.930300382670648, 8.937018278332001, 0.5621939224855693, 0.3446641630141425]"
A,N,"[0.2722222222222222, 0.06165582153550553, 0.20833333333333334, 0.35555555555555557, 3.0, 360.0, 2.7411310030159344, 13.516852988392575, 9.020053651304774, 0.5422629663016998, 0.310963617255856]"
j,N,"[0.25, 0.02895647365020719, 0.21944444444444444, 0.28888888888888886, 3.0, 360.0, 3.535048911868182, 18.872077361458977, 8.763250283978186, 0.6407914356826246, 0.5276588146242407]"
j,N,"[0.22708333333333333, 0.010825317547305478, 0.21666666666666667, 0.24444444444444444, 4.0, 360.0, 2.8677272389930857, 15.883653993027831, 8.66826456265403, 0.5919157945505311, 0.27062168348335675]"
A,N,"[0.22013888888888888, 0.011176025652382696, 0.20277777777777778, 0.23333333333333334, 4.0, 360.0000000000001, 2.384583862929745, 10.781706422440472, 8.59234342599845, 0.6835280767220288, 0.42413579727625755]"
A,N,"[0.25, 0.038154440329697246, 0.21388888888888888, 0.30277777777777776, 3.0, 360.0, 2.435130919595373, 8.812261882359, 6.9506788619733415, 0.6883899920104172, 0.3972295427545287]"
A,R,"[0.2787037037037037, 0.0801661511922717, 0.21388888888888888, 0.39166666666666666, 3.0, 359.99999999999994, 1.3685237225206321, 5.072989030147067, 7.429592405459999, 0.7304489665200423, 0.6033530620092928]"
A,N,"[0.23125, 0.004959325297599204, 0.225, 0.2388888888888889, 4.0, 360.0, 2.785733531391158, 9.628973142577873, 6.782205169290015, 0.650762347157259, 0.3901343744026463]"
+,N,"[0.2425925925925926, 0.017022941028565025, 0.23055555555555557, 0.26666666666666666, 3.0, 360.0, 2.4853461512016484, 8.68955854257507, 6.605618537520325, 0.6347963438594879, 0.4997538142657878]"
j,N,"[0.2555555555555556, 0.045530706863497195, 0.21666666666666667, 0.3194444444444444, 3.0, 359.9999999999999, 3.9573170645412175, 21.993937691093997, 8.735247199163757, 0.5621552167896483, 0.33808381435204915]"
j,N,"[0.25092592592592594, 0.034346735168502604, 0.20277777777777778, 0.28055555555555556, 3.0, 360.0, 3.814081740078549, 21.52468524604803, 8.990616086151865, 0.5989077023072196, 0.31275559911629763]"
j,N,"[0.23402777777777778, 0.014483787232370976, 0.21944444444444444, 0.25555555555555554, 4.0, 359.99999999999994, 2.3881727764897214, 11.044206556490614, 7.786877471321337, 0.6148073284340504, 0.3007842207481586]"
A,N,"[0.2298611111111111, 0.024006091690893894, 0.2, 0.2638888888888889, 4.0, 359.99999999999994, 2.8457687965840632, 11.45447365200804, 6.96285974062485, 0.5977187674442362, 0.3833973945592949]"
+,N,"[0.2490740740740741, 0.02360657182218881, 0.21666666666666667, 0.2722222222222222, 3.0, 360.0, 2.7784504994572616, 10.896029807879644, 7.072946415075505, 0.6019091637298135, 0.39065359724834625]"
j,N,"[0.27314814814814814, 0.0531581484978049, 0.225, 0.3472222222222222, 3.0, 359.99999999999983, 3.077073815102087, 16.58341904169403, 8.227453991415496, 0.5893938826329547, 0.35750292905257697]"
j,N,"[0.22291666666666668, 0.02082175604245133, 0.20555555555555555, 0.25833333333333336, 4.0, 360.0, 2.6811534704399875, 12.683262321487376, 8.098432375742743, 0.6060561689369367, 0.38894803525788435]"
j,N,"[0.22500000000000003, 0.010206207261596583, 0.21388888888888888, 0.2388888888888889, 4.0, 360.0, 2.3011475890049797, 12.451338937567819, 8.349379113193242, 0.6154977220116281, 0.4078366532276073]"
j,N,"[0.2796296296296296, 0.06940122111645743, 0.23055555555555557, 0.37777777777777777, 3.0, 360.0000000000001, 3.165798855262922, 15.675805685557318, 7.913579639336383, 0.6194008505939217, 0.4105876387214279]"
A,L,"[0.23680555555555555, 0.013230943668928926, 0.2222222222222222, 0.25, 4.0, 360.0000000000001, 0.9842065730066941, 2.390078322085242, 6.251664524459968, 0.7847213744311435, 0.6929662108711694]"
~,N,"[0.25, 0.008177556357710974, 0.24166666666666667, 0.2611111111111111, 3.0, 360.0000000000001, 2.290449995690353, 7.163382651274636, 6.171681551520028, 0.680649702597367, 0.5122396970824384]"
j,N,"[0.23194444444444445, 0.0215613537448056, 0.20555555555555555, 0.25833333333333336, 4.0, 360.00000000000006, 1.9507640585069241, 9.215431104789165, 8.323352995143738, 0.6915524998834219, 0.5065547101691783]"
A,N,"[0.22708333333333336, 0.01563656979055236, 0.20277777777777778, 0.24444444444444444, 4.0, 360.0, 2.535676881189552, 7.903241918087231, 6.635533241712629, 0.6053687302421646, 0.2855907657151789]"
A,N,"[0.22152777777777777, 0.019081432866714, 0.2, 0.24444444444444444, 4.0, 359.99999999999994, 2.1013721958691636, 9.022712726812555, 7.850882210024664, 0.6088820813697196, 0.3656540399115151]"
j,N,"[0.2333333333333333, 0.012266334536566451, 0.21944444444444444, 0.25277777777777777, 4.0, 359.9999999999999, 3.401712624955931, 18.624884211630093, 8.899475218617177, 0.6192048316632955, 0.43116064669236503]"
j,N,"[0.2298611111111111, 0.019282560245715032, 0.20833333333333334, 0.25833333333333336, 4.0, 360.0000000000001, 3.700577012252368, 21.301796972163405, 9.27477555162426, 0.587124926303706, 0.4218947553625043]"
j,N,"[0.23680555555555555, 0.013801810357188738, 0.2222222222222222, 0.25555555555555554, 4.0, 360.0000000000001, 2.8321231511922482, 11.44308442108677, 7.40427233535201, 0.5998016688668353, 0.4180219633661206]"
A,N,"[0.23680555555555555, 0.020353265124656728, 0.2111111111111111, 0.26666666666666666, 4.0, 360.0000000000001, 1.6974842913023567, 6.416541510146979, 7.41335899056015, 0.7027517233382439, 0.5279328965708856]"
A,N,"[0.22916666666666666, 0.020078933742779113, 0.21666666666666667, 0.2638888888888889, 4.0, 360.0000000000001, 3.052866066944486, 11.641675005200778, 7.224247061610982, 0.5990234558088812, 0.41553390781785293]"
A,N,"[0.24166666666666667, 0.01482927535004348, 0.21666666666666667, 0.25277777777777777, 4.0, 360.0, 2.870595792543565, 14.040156754875571, 9.38457789469438, 0.5903276987277699, 0.34254901478526323]"
A,N,"[0.25833333333333336, 0.03542801198094258, 0.23055555555555557, 0.30833333333333335, 3.0, 359.99999999999994, 3.1391756079429016, 16.9448616488292, 8.226383155449918, 0.6458813589117688, 0.5186433304446816]"
A,/,"[0.27222222222222225, 0.05786851848888794, 0.2, 0.3416666666666667, 3.0, 360.0, 1.595807695252621, 8.197781832268273, 8.244899212150525, 0.6843947476817388, 0.4723132200693395]"
j,N,"[0.23333333333333334, 0.024295632895188747, 0.20277777777777778, 0.26666666666666666, 4.0, 359.9999999999999, 3.5762150999279205, 20.20368903281605, 8.57078561627482, 0.5548541182684883, 0.2753632317966793]"
j,N,"[0.23518518518518516, 0.015101394842870444, 0.21944444444444444, 0.25555555555555554, 3.0, 360.00000000000006, 2.8683501792496195, 15.120884994949915, 7.810280350858621, 0.6529056039919175, 0.3440534986934326]"
A,N,"[0.2722222222222222, 0.07667874301023478, 0.21388888888888888, 0.38055555555555554, 3.0, 360.0, 3.348120648225179, 16.209115387168954, 8.334287523678118, 0.5132371967507426, 0.1900255768554989]"
A,N,"[0.24305555555555558, 0.02725196787548414, 0.2111111111111111, 0.2861111111111111, 4.0, 360.0, 3.5030046015294944, 16.039497686453778, 8.20243775333704, 0.5211880225636297, 0.27808412757839474]"
+,N,"[0.22222222222222224, 0.02555958100341161, 0.20277777777777778, 0.25833333333333336, 3.0, 360.0, 2.6119778172649206, 9.083533546238954, 6.424090853381086, 0.6273899471654669, 0.3846423158779426]"
j,N,"[0.24629629629629632, 0.024462675580783157, 0.225, 0.28055555555555556, 3.0, 360.00000000000006, 3.564727907679522, 19.181938696165574, 8.941045222968691, 0.6215633507172372, 0.4925332395785176]"
j,N,"[0.21736111111111112, 0.021097857681893484, 0.2, 0.25277777777777777, 4.0, 360.0, 3.1811449095681326, 17.94345299460991, 8.80356680779599, 0.5885162605255937, 0.3281768617559215]"
j,N,"[0.24629629629629632, 0.03645374015746209, 0.21388888888888888, 0.2972222222222222, 3.0, 359.9999999999999, 3.8161161614592776, 21.4710885417031, 8.353297369210953, 0.5762867462974907, 0.39934469540627604]"
j,N,"[0.2284722222222222, 0.021550167568309592, 0.20555555555555555, 0.2638888888888889, 4.0, 360.0000000000001, 3.333089874923131, 16.93358202499932, 8.41200669402324, 0.6327135928640192, 0.503842543210915]"
+,N,"[0.37083333333333335, 0.020833333333333343, 0.35, 0.39166666666666666, 2.0, 360.00000000000006, 0.6754683079646262, 2.2268244483362762, 6.750023618239558, 0.7456620134839523, 0.5474569067355561]"
j,N,"[0.26111111111111107, 0.04380324508338841, 0.20277777777777778, 0.30833333333333335, 3.0, 360.0, 3.6791921124859073, 18.927850785074458, 8.139869938428937, 0.5932379126894195, 0.42899302342484325]"
A,N,"[0.22847222222222224, 0.006014065304058602, 0.21944444444444444, 0.2361111111111111, 4.0, 360.0, 1.9511543298840683, 7.757064022394339, 7.414522663735429, 0.6658586857656394, 0.43283378202258993]"
j,N,"[0.23680555555555555, 0.03265366095974651, 0.20277777777777778, 0.26944444444444443, 4.0, 359.99999999999994, 1.9222126307133887, 8.413437287553748, 7.824571824029975, 0.6887383920584301, 0.4729428556943196]"
A,N,"[0.2518518518518518, 0.046333318530358526, 0.2111111111111111, 0.31666666666666665, 3.0, 359.99999999999994, 2.8744661466669568, 13.86317094107249, 8.216777222585177, 0.5915954937425992, 0.3125934051401299]"
+,N,"[0.31203703703703706, 0.07006512745330598, 0.21944444444444444, 0.3888888888888889, 3.0, 360.0, 3.8608651930282294, 20.94306315200056, 8.453588944930557, 0.5685342131339921, 0.2002048752450728]"
N,/,"[0.2740740740740741, 0.054684529852716296, 0.2111111111111111, 0.34444444444444444, 3.0, 360.00000000000006, 1.062625492388579, 7.759924774832513, 8.635477570935738, 0.6476398310924962, 0.49481728928886126]"
N,R,"[0.2898148148148148, 0.0750285725180848, 0.2222222222222222, 0.39444444444444443, 3.0, 360.0, 1.0309918306353327, 3.0317350922143333, 7.303991274795296, 0.7490548287666201, 0.6040123350208131]"
j,N,"[0.2388888888888889, 0.01934498371831128, 0.21388888888888888, 0.2638888888888889, 4.0, 360.0, 2.4878643955907522, 11.48851272153318, 7.7185366173384, 0.612672216320924, 0.2907079879074989]"
A,N,"[0.2284722222222222, 0.015135065776182894, 0.20277777777777778, 0.24166666666666667, 4.0, 359.9999999999999, 3.249408617720452, 14.474835373008546, 8.36033412318968, 0.5746023302364087, 0.42757140785066944]"
j,N,"[0.2270833333333333, 0.025182589395095475, 0.20555555555555555, 0.26944444444444443, 4.0, 359.9999999999999, 3.413038148139219, 17.920011308730988, 8.470220121778196, 0.6131342258332005, 0.43731712257304417]"
A,N,"[0.22986111111111113, 0.007447087010252509, 0.2222222222222222, 0.24166666666666667, 4.0, 360.00000000000006, 2.165749114752261, 11.03378612371012, 8.882942334834032, 0.6472787569405014, 0.42283553378489114]"
A,N,"[0.2326388888888889, 0.018878162804261373, 0.20833333333333334, 0.2611111111111111, 4.0, 360.00000000000006, 2.468090175751125, 11.112835198805708, 8.475016866831844, 0.5847589828413546, 0.30626770102150425]"
j,N,"[0.22291666666666665, 0.0049593252975992045, 0.21666666666666667, 0.23055555555555557, 4.0, 359.99999999999994, 3.0078834276691038, 15.375187038181451, 8.816546664225822, 0.6149527437370691, 0.44953662514318105]"
j,N,"[0.21736111111111112, 0.014747750403885623, 0.2, 0.2388888888888889, 4.0, 360.0, 2.1896351333424002, 10.825314418006398, 8.406210248958136, 0.6952104730577984, 0.5551091600697153]"
j,N,"[0.2222222222222222, 0.01810889557000736, 0.2, 0.24722222222222223, 4.0, 359.9999999999999, 3.733773645774409, 20.371222710938802, 8.077984688697718, 0.6094857105743581, 0.45621313309926437]"
j,N,"[0.22013888888888888, 0.024006091690893898, 0.2, 0.2611111111111111, 4.0, 359.99999999999994, 3.6168286331877724, 21.72833074224992, 9.073217315994397, 0.5646381353152247, 0.389627400676835]"
A,N,"[0.22847222222222224, 0.011002069109551989, 0.2111111111111111, 0.24166666666666667, 4.0, 360.0, 3.454185727712371, 17.349111469503455, 8.462162582846105, 0.5780245335415606, 0.38733561398098704]"
+,N,"[0.23703703703703702, 0.042693118086661125, 0.20277777777777778, 0.2972222222222222, 3.0, 359.99999999999994, 3.199606437240413, 12.831305461066858, 7.156573145420025, 0.60109870396862, 0.3973779240093971]"
A,N,"[0.29074074074074074, 0.06687211142691775, 0.22777777777777777, 0.38333333333333336, 3.0, 359.99999999999994, 3.336957685813183, 16.18607131435867, 8.619847203341362, 0.6085751755027821, 0.44834948966466703]"
+,N,"[0.21180555555555552, 0.011002069109551992, 0.20277777777777778, 0.23055555555555557, 4.0, 359.9999999999999, 3.1077634886238186, 13.31410495249867, 7.867068720009412, 0.6188131906720047, 0.42299797806484274]"
j,N,"[0.23194444444444445, 0.017623024361735438, 0.2111111111111111, 0.25555555555555554, 4.0, 360.0, 3.228692286660843, 14.26160803355521, 7.836427393659269, 0.551436961290692, 0.285642848658091]"
j,N,"[0.22986111111111113, 0.009291033444624761, 0.21388888888888888, 0.2361111111111111, 4.0, 360.0, 2.180469513595762, 9.641583481093495, 7.258398490417775, 0.7146543519821488, 0.5327748296803804]"
j,N,"[0.24351851851851855, 0.027715980642769943, 0.21388888888888888, 0.28055555555555556, 3.0, 359.99999999999994, 3.173174186787708, 18.903323785721344, 8.893205530974708, 0.5658899834879423, 0.20781810488218688]"
+,N,"[0.22083333333333333, 0.02101770270891882, 0.20277777777777778, 0.25555555555555554, 4.0, 360.0, 2.4661183993177342, 9.885547064560894, 7.740902606570657, 0.6210956212702573, 0.38215314149534096]"
+,N,"[0.24722222222222223, 0.030513438987563125, 0.20555555555555555, 0.2777777777777778, 3.0, 360.0, 2.7703561649212216, 11.108319972498952, 7.2887876701497305, 0.6249904450878817, 0.39299143884929144]"
+,N,"[0.25740740740740736, 0.05153674092620646, 0.2, 0.325, 3.0, 360.00000000000006, 0.7092176413550713, 1.7609723465990355, 6.293561101162464, 0.8146229540481565, 0.7243236553546466]"
j,N,"[0.21666666666666667, 0.016666666666666663, 0.2, 0.23333333333333334, 4.0, 360.0, 3.9184748765013597, 23.262895914212677, 8.779286765000162, 0.5565021652056951, 0.30831730012244035]"
j,N,"[0.22569444444444445, 0.02285344815542269, 0.20555555555555555, 0.2638888888888889, 4.0, 360.0, 3.390741104736582, 18.116849692078, 8.34254658252919, 0.5949113941305537, 0.45244356436422856]"
A,N,"[0.24351851851851855, 0.044231744120356256, 0.20555555555555555, 0.3055555555555556, 3.0, 360.00000000000006, 2.979295191484513, 14.027713129648234, 8.042359272058672, 0.6028198258020511, 0.4188282672611173]"
+,V,"[0.26851851851851855, 0.04423174412035624, 0.23055555555555557, 0.33055555555555555, 3.0, 360.0, -0.10036343047317509, -0.3604824418283674, 4.318444161560132, 0.8204333561094289, 0.6316394767520144]"
j,N,"[0.22430555555555554, 0.014747750403885622, 0.20833333333333334, 0.24166666666666667, 4.0, 359.99999999999994, 3.3916627873234293, 17.82968189327802, 8.808671733624196, 0.6150644163535545, 0.48382709892700404]"
j,N,"[0.2222222222222222, 0.02106354290014319, 0.20277777777777778, 0.25555555555555554, 4.0, 360.00000000000006, 3.1141356086888012, 16.657662732051392, 9.128896255394995, 0.6267663636047207, 0.4649235776809564]"
j,N,"[0.22499999999999998, 0.020506698694768625, 0.20555555555555555, 0.25833333333333336, 4.0, 360.0, 3.1562246485715493, 15.459988581093306, 8.40502137145685, 0.6405044454255542, 0.3523910529273729]"
j,N,"[0.2898148148148148, 0.08637454725939879, 0.21666666666666667, 0.4111111111111111, 3.0, 359.99999999999994, 3.284090661609978, 18.86972832790665, 9.612842051539218, 0.62840827144119, 0.4765112251108083]"
j,N,"[0.21666666666666667, 0.015590239111558084, 0.2, 0.2361111111111111, 4.0, 360.00000000000006, 2.299486370021483, 12.481056272402455, 8.566825380586765, 0.6334943906905113, 0.4149908621933528]"
+,N,"[0.262962962962963, 0.01367113246317907, 0.24722222222222223, 0.28055555555555556, 3.0, 360.0000000000001, 3.1424856343483447, 14.095209111007787, 7.8929281123279935, 0.5131913337083966, 0.23309279034407293]"
j,N,"[0.22499999999999998, 0.019934305686676836, 0.2, 0.25277777777777777, 4.0, 360.0, 1.2495588254832881, 7.798498499870357, 8.68420148033622, 0.6783911603555391, 0.5012545063689053]"
j,N,"[0.25, 0.02357022603955158, 0.23333333333333334, 0.2833333333333333, 3.0, 360.0, 3.833949469492441, 20.608308321941372, 8.907923647900706, 0.594732241384276, 0.40767862254288273]"
j,N,"[0.23819444444444443, 0.019382341301323425, 0.21388888888888888, 0.2611111111111111, 4.0, 359.9999999999999, 3.770714947129117, 21.342467006251322, 9.641636494630822, 0.570806184939992, 0.3544769902292187]"
+,N,"[0.2564814814814815, 0.03404588205713007, 0.21388888888888888, 0.2972222222222222, 3.0, 360.0, 2.734673098005838, 9.77621808450934, 6.397191902935136, 0.6245249072285747, 0.4502539657348251]"
j,N,"[0.25925925925925924, 0.03864562361983188, 0.21388888888888888, 0.30833333333333335, 3.0, 359.99999999999994, 3.711167171348848, 21.591982424921042, 8.842818003828002, 0.50454326430644, 0.1562672992531532]"
j,N,"[0.28703703703703703, 0.10570976390009319, 0.20277777777777778, 0.4361111111111111, 3.0, 360.0000000000001, 3.4960345635434122, 21.56045812487044, 9.22140886595525, 0.5697371032261485, 0.3780974074271836]"
N,R,"[0.28425925925925927, 0.0905610465653244, 0.20555555555555555, 0.4111111111111111, 3.0, 360.0, 1.4444792378714397, 5.16777940652727, 6.903594107674186, 0.7363800765564475, 0.6424564915742811]"
N,R,"[0.2824074074074074, 0.08147095891651455, 0.21666666666666667, 0.3972222222222222, 3.0, 360.0, 1.5306713131047105, 4.800262911683822, 7.047512126527129, 0.7432219969421239, 0.6449247038737962]"
+,N,"[0.24259259259259258, 0.028718634109760773, 0.20277777777777778, 0.26944444444444443, 3.0, 360.0, 2.8499973416580997, 11.594065200658115, 7.537512562488555, 0.59527214948321, 0.4116370255227313]"
+,N,"[0.22962962962962963, 0.03045719296925652, 0.20277777777777778, 0.2722222222222222, 3.0, 360.0, 2.1919428677003268, 9.430287861739735, 8.068417146557838, 0.6360403786607367, 0.49986794970484916]"
+,N,"[0.25092592592592594, 0.0248796830417489, 0.21666666666666667, 0.275, 3.0, 360.00000000000006, 2.1165899201808696, 9.132239093308858, 7.542226247335067, 0.7168684572473735, 0.5944935002899701]"
N,R,"[0.28055555555555556, 0.06712803318663652, 0.225, 0.375, 3.0, 360.0, 1.0385390361414144, 3.4026223526070014, 7.167085697594003, 0.761519740887385, 0.6625783130542511]"
A,N,"[0.25555555555555554, 0.0334104047271643, 0.2111111111111111, 0.2916666666666667, 3.0, 360.00000000000006, 1.755872782971307, 5.749083159489494, 6.804163791854448, 0.6763031756544152, 0.5290354617081123]"
+,V,"[0.3074074074074074, 0.07598236384788386, 0.2, 0.3638888888888889, 3.0, 360.0, 0.05380692643402555, 0.291442852703089, 4.939450943146698, 0.7663146676577353, 0.6010985172171486]"
A,N,"[0.25555555555555554, 0.03815444032969725, 0.20277777777777778, 0.2916666666666667, 3.0, 360.00000000000006, 1.5567232218494116, 4.513782666389302, 6.256057528711939, 0.6882296828044921, 0.5896323099019938]"
A,N,"[0.2638888888888889, 0.042004800823013916, 0.225, 0.32222222222222224, 3.0, 359.9999999999999, 0.8923536851671648, 2.3889808171890436, 5.982792300738577, 0.7498209173674562, 0.6783624444329022]"
A,N,"[0.26296296296296295, 0.03891092849898277, 0.21944444444444444, 0.3138888888888889, 3.0, 360.00000000000006, 1.2238149051703162, 3.676007416810892, 6.33004158168958, 0.7336952398640073, 0.671463351861309]"
A,N,"[0.2657407407407408, 0.04649955381292489, 0.20833333333333334, 0.32222222222222224, 3.0, 360.0000000000001, 1.4128419021628495, 3.9221047435838363, 6.096167724326717, 0.7083626421220046, 0.5882497034029521]"
A,N,"[0.2638888888888889, 0.039739377284953574, 0.21666666666666667, 0.3138888888888889, 3.0, 360.00000000000006, 1.460062182079197, 3.9634687386051732, 6.039328367289837, 0.6952242578686847, 0.5421937824587364]"
A,N,"[0.26666666666666666, 0.04722222222222222, 0.21944444444444444, 0.3138888888888889, 2.0, 359.9999999999999, 1.2125030837577127, 4.08929055841593, 6.457133445520547, 0.710016883143642, 0.5669580764513475]"
A,N,"[0.2518518518518518, 0.02179370795544411, 0.22777777777777777, 0.28055555555555556, 3.0, 360.0, 1.1433993686278867, 3.4764988402714403, 6.415940317649133, 0.728561372679169, 0.453171289730634]"
A,N,"[0.25555555555555554, 0.04427049291808119, 0.20277777777777778, 0.3111111111111111, 3.0, 360.0, 0.8588414194107923, 4.237616846946756, 7.386939644995513, 0.694231114447545, 0.49207506446776417]"
e,N,"[0.25277777777777777, 0.0388888888888889, 0.21388888888888888, 0.2916666666666667, 2.0, 360.0, 0.7740923561744528, 2.4084962491043376, 6.1873304595880345, 0.735554501920883, 0.6046894476918253]"
e,N,"[0.2513888888888889, 0.026388888888888892, 0.225, 0.2777777777777778, 2.0, 360.0, 0.9141119911778101, 3.1167768509843574, 6.427381969742042, 0.7314023636535281, 0.47548648931202975]"
A,N,"[0.26666666666666666, 0.047790695928014604, 0.20555555555555555, 0.32222222222222224, 3.0, 360.0, 0.5507711721015088, 1.7360751529071443, 6.07104848466211, 0.7708360077284291, 0.5541096478778085]"
V,N,"[0.33055555555555555, 0.033333333333333326, 0.2972222222222222, 0.3638888888888889, 2.0, 360.0, 0.7202816137462378, 1.7067910726936768, 6.076367606247395, 0.7782253981626456, 0.6455757476187617]"
V,N,"[0.25, 0.049065338146265805, 0.2, 0.31666666666666665, 3.0, 360.0, 1.2412644518492364, 2.8988388850438502, 5.738346692705383, 0.7523030349423772, 0.6622788080147674]"
A,N,"[0.24583333333333335, 0.03342002615421102, 0.2, 0.2777777777777778, 4.0, 359.9999999999999, 1.279616796051012, 3.5014513368960705, 6.4218937842983905, 0.7282493333521491, 0.6720484801348258]"
A,N,"[0.23680555555555555, 0.027029861744484105, 0.2, 0.2722222222222222, 4.0, 360.0, 1.3673253488445085, 3.6714861964049446, 6.256624462054791, 0.7134760549224094, 0.5869882490161904]"
A,N,"[0.2537037037037037, 0.02724803512881881, 0.21944444444444444, 0.2861111111111111, 3.0, 359.9999999999999, 1.4302032789018277, 4.407360354957958, 6.611597130094718, 0.7194413703954995, 0.6220261294379748]"
A,N,"[0.25740740740740736, 0.04134650659586315, 0.20277777777777778, 0.30277777777777776, 3.0, 360.0000000000001, 1.68474421489476, 5.600214078302285, 6.781153669056616, 0.6799095570054372, 0.4557511064932773]"
A,N,"[0.262037037037037, 0.015438270370863946, 0.24722222222222223, 0.2833333333333333, 3.0, 360.0, 1.4679770937928553, 4.578766357247592, 6.57215626736113, 0.696520441348396, 0.5391669705365653]"
e,N,"[0.25555555555555554, 0.032945271990105926, 0.21388888888888888, 0.29444444444444445, 3.0, 360.0, 1.7433794915592296, 7.007300675413434, 7.2000034883968835, 0.6421802085785322, 0.38241162211247504]"
A,N,"[0.26481481481481484, 0.034121344023496814, 0.21666666666666667, 0.2916666666666667, 3.0, 360.0, 1.3502172481644692, 4.084421055269824, 6.577584872392632, 0.7066673129635691, 0.5378468096991658]"
A,N,"[0.26666666666666666, 0.002777777777777768, 0.2638888888888889, 0.26944444444444443, 2.0, 360.00000000000006, 1.6286540236036118, 5.460610688587996, 6.835528108754101, 0.6747735955979882, 0.5152258230978967]"
A,N,"[0.262962962962963, 0.042572459009528336, 0.20277777777777778, 0.29444444444444445, 3.0, 360.0, 1.2099539180188235, 3.348269545892629, 6.650831497850961, 0.6964130214814915, 0.5070918407225755]"
A,N,"[0.25740740740740736, 0.028176155656857296, 0.2361111111111111, 0.2972222222222222, 3.0, 360.0000000000001, 1.512554142974142, 4.610701422079671, 6.582370402298854, 0.6776137345842492, 0.44754115538615613]"
A,N,"[0.2546296296296296, 0.026189140043946214, 0.2361111111111111, 0.2916666666666667, 3.0, 360.0, 1.6198201442320583, 5.455033230927054, 6.916243647875849, 0.6970934476025924, 0.5631132844243492]"
+,N,"[0.23981481481481481, 0.03943618414638307, 0.20277777777777778, 0.29444444444444445, 3.0, 360.0, 0.38450889327292076, 1.84573929196746, 6.554268867552114, 0.7629126616154837, 0.5216767599999945]"
+,N,"[0.23981481481481481, 0.03694432841344446, 0.20833333333333334, 0.2916666666666667, 3.0, 360.0, 0.7509996620971193, 2.0344449014256325, 6.582056311146312, 0.7484520776907624, 0.5979855534887959]"
A,N,"[0.3013888888888889, 0.015277777777777779, 0.2861111111111111, 0.31666666666666665, 2.0, 360.0000000000001, 1.2560587665394694, 4.19594006283348, 6.621091245942328, 0.7051000309187316, 0.5518038324129184]"
+,N,"[0.2326388888888889, 0.038105958106441525, 0.2, 0.2972222222222222, 4.0, 360.0, 1.3930312918283319, 4.456514853926867, 6.373688508079564, 0.6688297312773981, 0.44934357590951735]"
A,N,"[0.24236111111111108, 0.03259453250750371, 0.2, 0.28055555555555556, 4.0, 360.0, 1.5116553699404107, 4.871227864066144, 6.7468751670579055, 0.6801599163539112, 0.4924954334303766]"
A,N,"[0.26481481481481484, 0.0438814652261955, 0.20277777777777778, 0.2972222222222222, 3.0, 360.0, 1.2894081309441046, 3.5845336284130127, 6.650203256654208, 0.6908460069558908, 0.4857772314681379]"
e,N,"[0.24444444444444444, 0.03271022543084386, 0.2111111111111111, 0.28888888888888886, 3.0, 360.0, 2.5270226363183523, 10.1599187709365, 7.5879112708624366, 0.58183880183033, 0.35102878326636483]"
